GENEID	BD_ATAC
SYT14P1	2.45e-10
LINC02549	4.3e-7
LOC338694	0.001071436
MIR1299	8.40349e-4
CORO2B	1.35e-7
ARHGAP25	1.71e-5
RAP1B	2.26585e-4
MIR7151	3.96e-6
LINC00550	2.12e-6
LOC100996664	6.24e-10
TMPRSS11F	1.4813e-4
MIR4312	3.06e-6
FTLP10	5.56e-8
SNORA70G	0.003104355
PREX2	2.49e-7
LOC100507250	0.001680668
EOGT	1.33e-8
NUP107	0.006520321
MYEOV	3.82e-5
TMPRSS11BNL	6.85e-6
MIR3136	0.23832436
ANP32A-IT1	0.416638472
AUTS2	1.05e-6
TMF1	6.09e-6
ANP32A	9.58e-8
BMP10	5.24e-5
LINC01541	1.14e-6
UBA3	1.17e-7
TMPRSS11B	3.64e-5
SLC35E3	3.9e-6
HAS3	1.14e-5
ARL6IP5	8.59e-10
DERPC	8.58688e-4
PGM5P2	0.001124921
MIR676	2.66788e-4
CHTF8	2.27e-6
NOX5	1.41e-5
GKN2	1.75955e-4
LOC100130075	0.001409076
LOC440896	0.282067171
LMOD3	2.04e-5
GKN1	0.001977861
DEPDC1	3.79e-10
ANTXR1	5.96e-6
C8orf34	2.1e-10
MDM2	1.13e-9
ZFP36L1	4.83e-8
LOC102724265	5.42e-6
OTUD6A	0.080831391
LOC101928307	3.45e-6
FRMD4B	2.68e-8
VPS4A	8.43e-8
IGBP1	5.91e-5
CPM	1.26e-6
PDF	2.46e-7
EWSAT1	3.24687e-4
LINC01488	6e-6
LINC01707	7.06e-12
COG8	6.47e-6
NIP7	0.076867474
ANKRD20A4-ANKRD20A20P	6.76703e-4
C8orf34-AS1	1.06e-9
DGAT2L6	4.12e-5
TMED6	1.01e-5
MIR3126	9.57e-10
TERF2	4.9e-5
UGT2B17	0.001199979
ACTN1	2.63e-13
GLCE	7.81e-8
CCND1	1.33e-5
CYB5B	1.82e-5
FAM95B1	6.81911e-4
P2RY4	4.14e-6
LOC105379252	2.12558e-4
UGT2B15	0.048472212
LTO1	1.19e-5
PDZD11	0.002335131
FGF19	6.54e-5
ACTN1-AS1	6.1e-8
CTNNA3	1.05e-6
GFPT1	6.62e-9
LINC01899	7.42e-7
CPSF6	2.24e-6
KIF4A	8.16e-5
MIR1538	1.56e-6
FGF4	0.007726661
FGF3	3.82949e-4
DNAJC12	1.62e-8
DCAF5	1.62e-9
PAQR5	1.47635e-4
GDPD2	0.002545859
SIRT1	5.27e-5
EXD2	5.25e-9
NFU1	1.66443e-4
DLG3	2.93e-6
NFAT5	0.003676144
LINC01592	1.32e-7
MIR1279	5.57e-5
DLG3-AS1	4.09e-6
KIF23	5.93e-8
GALNT16	5.39e-7
LINC01758	3.97e-10
SNORA36C	3.14e-6
LYZ	2.57e-9
SNORD13H	0.004024311
YEATS4	1.57e-6
RPLP1	1.64e-7
NQO1	9.74e-9
POU5F1P5	2.0454e-4
LOC101928381	0.011727636
MITF	2.19e-6
NOB1	1.39e-6
ROCR	1.23e-6
FRS2	5.24e-8
ERH	6.03e-9
AAK1	3.63e-5
HERC4	6.41e-5
SLC39A9	3.6161e-4
DRAIC	1.00806e-4
ADGRB3	1.5e-8
UGT2B10	1.00827e-4
PCAT29	0.001576595
MYPN	9.11122e-4
WWP2	2.77e-7
ANO1	0.007743219
SNORA113	3.64e-8
MIR3913-2	2.61e-11
PLEKHD1	4.52e-9
MIR140	0.00568659
UGT2B7	2.38e-5
CCT2	2.27e-5
LMBRD1	2.02e-10
ATOH7	2.96e-7
ANXA4	6.64e-5
CLEC18A	0.579275579
FADD	3.08e-6
CCDC177	2.75e-9
GMCL1	6.39e-7
LINC01152	4.01e-6
LRRC7	5.06e-5
LRRC10	3.88447e-4
LOC105377267	7.21e-6
LINC00593	4.31029e-4
SNORD3E	0.05487109
LOC102723517	0.071897663
LINC00383	6.93e-8
SUSD6	1.07e-5
HNRNPH3	1.48e-9
BEST3	1.84e-7
PDXDC2P-NPIPB14P	4.02e-8
PBLD	0.00125147
UGT2B11	0.002297593
SOX9-AS1	0.354856766
TEX11	5.78e-5
SAMMSON	3.33e-6
LOC101928002	0.033383585
PPFIA1	4.98e-6
SOX9	6.32e-9
SNRNP27	5.29e-7
RAB3IP	4.03e-6
MXD1	8.35e-5
PDPR	7.78e-7
SLC7A3	6.86e-5
MIR548K	9e-5
RUFY2	1e-8
UGT2B28	2.11e-6
LOC400541	7.08209e-4
ASPRV1	0.00992662
LOC105371328	0.894219791
DNA2	1.23e-9
SRSF5	1.14e-6
LINC01603	1.74e-9
PIN1P1	9.14e-9
CTTN	1.06e-5
LOC100289511	0.168740926
SLC10A1	0.749875888
PCBP1-AS1	5.17e-6
MIR629	6.85e-6
LOC100506358	1.6e-5
EXOSC6	6.29e-10
SLC25A16	9.45e-8
SNX12	2.33678e-4
CBLN2	4.97e-11
PCBP1	6.1e-5
FOXO4	4.37955e-4
AARS	6.23e-8
CXorf65	0.196467567
DDX19B	1.42e-6
MED12	4.99e-6
LINC02003	2.93e-8
SMOC1	0.0082287
LINC01816	3.63e-5
TET1	7.83e-8
MYRFL	8.36e-11
LOC100506083	1.55e-5
NLGN3	1.61e-6
TLE3	1.1e-7
GJB1	3.62e-5
FOXD4L4	0.117277778
MDFIC2	1.64e-5
DDX19A	8.3e-8
C2orf42	3.21e-5
UGT2B4	1.49e-5
ST3GAL2	2e-8
ZMYM3	1.38e-5
TIA1	5.08e-5
CCAR1	3.83e-8
UGT2A2	5.7e-5
PCYOX1	1.09e-8
FCSK	7.27e-7
CBWD5	7.7e-9
SNORD169	0.004479087
NONO	6.84149e-4
SULF1	8.69e-11
MIR548AV	1.15e-8
SNRPG	1.86e-6
ITGB1BP2	0.145667504
SNORD98	0.027195671
COG4	3.98105e-4
NETO1	0.002164589
FAM136A	7.15e-7
LOC100505797	3.24e-10
UGT2A1	2.96019e-4
SF3B3	6.24e-7
CNOT2	5.94e-6
COL19A1	1.4e-6
SNORD111	0.402456079
TAF1	2.2118e-4
STOX1	4.01e-6
LINC00673	3.38e-9
GALNT17	3.61e-9
LRRC40	5.32e-7
ATXN8OS	8.11e-10
SULT1B1	8.56e-7
LOC646548	0.006787743
TGFA-IT1	0.281990759
SLC8A3	5.73e-7
DDX50	7.89e-7
LINC02205	9.71e-7
KLHL1	1.99e-8
SRSF11	2.18218e-4
IL34	9.74e-5
LINC00511	0.00033961800000000003
ADAM21P1	2.72e-5
DDX21	4.83e-10
MIR3914-2	2.07e-6
MTSS2	1.2e-9
SLCO5A1	1.87e-9
SULT1E1	1.54e-5
KIF1BP	1.59e-7
OGT	0.001591002
MIR3914-1	2.46e-6
CSN1S1	3.44242e-4
VAC14-AS1	4.77e-10
GCNA	0.504710662
KCNMB4	1.07e-7
ANKRD13C	7.44e-5
SRGN	4.32161e-4
COX16	6.26e-6
VAC14	4.05e-11
LOC400655	2.35e-8
CXCR3	5.02e-5
CSN2	6.26e-6
STATH	1.81e-10
COL9A1	3.9e-8
LINC02204	0.03498365
LOC100129291	1.57e-5
CTH	6.38e-6
SYNJ2BP	6.6e-6
VPS26A	3.52e-7
LOC101059915	1.02e-5
SALRNA3	0.052844049
HTN3	0.734170054
SALRNA2	0.002035634
HTN1	0.010434374
CSN1S2AP	4.34388e-4
SUPV3L1	1.2613e-4
ADAM20P1	0.01846746
MCCC2	0.067428886
CSN1S2BP	0.016672302
HKDC1	0.006453221
ADAM20	0.197478413
LOC101928994	3.95e-6
PTPRB	3.22e-8
PRR27	9.90427e-4
LINC00891	0.00488438
CARTPT	7.94e-9
UACA	1.71117e-4
EVADR	6.41e-5
MED6	1.1e-6
ODAM	0.011382101
HK1	9.49e-10
FDCSP	0.081834391
PRDM14	2.16e-12
SLC39A11	2.89e-7
FLJ42102	4.84e-7
NHSL2	1.55193e-4
TTC9	2.02e-7
FAM135A	4.06e-5
CSN3	0.005990295
LINC02582	8.18e-11
TACR2	5.34e-9
LARP6	1.85e-6
TMEM252	5.22e-6
LINC01269	4.37265e-4
LOC105377849	6.1e-8
DHCR7	4.48e-6
SSTR2	8.04e-9
NCOA2	1.54e-8
CABS1	2.41e-5
NADSYN1	8.8e-6
THAP10	0.045268682
MIR6754	0.001479103
LINC01506	9.85e-6
LRRC49	3.31e-9
COG1	3.23e-7
TSPAN15	2.03e-7
SMR3A	0.044679547
FAM104A	7.78e-9
KRTAP5-7	0.0106992
SMR3B	0.007906218
CPSF4L	2.68762e-4
SDHAF4	2.8e-7
HYDIN	3.05652e-4
KRTAP5-9	1.03892e-4
OPRPN	0.305267571
LINC01788	9.17e-7
KRTAP5-10	9.65e-5
NEUROG3	0.028667065
MAP3K9	5.34e-9
RPS26P11	2.72e-5
NAGK	6.14e-5
CDC42EP4	1.62e-7
MUC7	0.020497576
MAP1B	1.44e-8
KRTAP5-11	3.51e-7
PTPRR	4.63e-10
RTL5	2.34e-5
CMTR2	4.74e-5
SMAP1	1.81e-5
THSD4	7.08e-6
PIP5K1B	5.84e-9
MCEE	2.39e-6
ZRANB2-AS1	3.16924e-4
CALB2	1.07e-5
FAM122A	3.85e-11
FAM241B	5.01e-6
MPHOSPH10	0.001372542
PIN4	0.00865155
AMTN	7.54e-5
LOC101926892	4.0038e-4
MIR4803	1.64e-13
LINC02136	8.4e-6
AMBN	3.78e-6
ERCC6L	9.35484e-4
MIR1284	6.42e-6
THSD4-AS1	9.3e-5
RPS4X	3.79e-6
ENAM	2.38e-5
ZNF23	8.57e-7
FAM86C1	2.33e-7
PAIP2B	5.65e-6
TRAM1	4.8e-5
LOC101928251	1.83e-5
JCHAIN	7.42e-9
ZNF19	5.72e-7
PTGER3	3.15e-5
ALG1L9P	3.57e-5
CITED1	0.001135672
MIR186	7.6e-6
LACTB2-AS1	5.44e-6
ZRANB2	1.5477e-4
UTP3	5.77929e-4
ZNF638	1.96e-5
PCNX1	5.36e-5
CHST4	0.632600753
LACTB2	8.33e-5
LOC101927069	3.69e-10
MRPS27	8.96e-7
TAT-AS1	9.95e-7
RUFY3	2.59e-7
PRKACG	5.11e-7
TSPAN8	1.95e-6
TAT	0.021539671
RNF121	7.05e-7
SDK2	3.53e-7
FXN	4.77e-9
MARVELD3	1.02e-6
FBXO15	5.76e-10
PTCD2	7.62e-7
ZRANB2-AS2	3.63e-8
B3GAT2	2.69e-7
COL13A1	5.07609e-4
GRSF1	6.78e-7
LOC100134391	2.94116e-4
FOXP1	4.78e-10
SIPA1L1	8.05e-8
IL18BP	6.71741e-4
SNORA70D	3.02e-5
LOC100128494	7.63e-6
ZNF366	1.12e-5
XKR9	1.01e-6
PHLPP2	9.02e-8
LINC02092	7.33e-5
EIF4E3	1.66e-8
SNORD71	2.48e-5
MIR3165	0.003340884
LGR5	1.67e-5
NUMA1	7.08e-7
MOB1B	6.05e-9
GPR27	4.04e-6
H2AFY2	4.36e-9
LAMTOR1	4.06827e-4
DCK	5.36e-6
LINC00469	2.06e-6
LINC00348	3.3e-9
TJP2	4.74e-6
ANAPC15	1.17e-5
FOLR3	6.68e-5
AP1G1	6.31e-8
LOC102503427	1.68e-10
TIMM21	1.38e-8
ATXN1L	2.91e-7
FOLR1	0.588594786
SNORD56B	5.86e-5
BANCR	1.74e-6
AIFM2	3.03147e-4
TYSND1	3.94e-7
CALN1	3.16819e-4
FOLR2	0.001151486
ZNF821	1.05e-8
DYSF	1.01e-6
IST1	4.73e-8
LINC02056	1.81e-6
SAR1A	1.6e-6
INPPL1	2.79e-6
PROK2	1.46e-8
PHOX2A	0.002893389
CYB5A	2.81747e-4
FAM189A2	2.63e-8
PPA1	2.67e-7
PKD1L3	6.7e-6
LOC145474	3.72e-6
SLC4A4	5.22e-13
OGFRL1	1.12e-5
NPFFR1	5.4e-6
C18orf63	4.59e-5
THSD4-AS2	0.001530854
ZFC3H1	5.2e-5
DHODH	1.52e-7
MIR30C2	1.69704e-4
LINC01922	2.73e-6
HP	0.917385262
TMEM19	4.42657e-4
HPR	0.003026939
MIR30A	2.73e-7
TNPO1	1.44e-5
NEGR1-IT1	1.74e-9
LINC00472	0.1787493
DHX38	2.84e-6
DIPK1C	4.52e-5
RAB21	6.43e-9
LRRC20	1.51e-7
CLPB	1.81e-6
LINC00877	1.15e-7
TXNL4B	2.83e-5
EIF4EBP2	1.31e-7
CNDP2	4.83e-7
MIR4804	1.91534e-4
RPL38	6.76e-7
MGC16275	5.81e-5
TTYH2	6.38e-5
FCHO2	1.39e-8
NODAL	5.01e-7
NR2E3	4.92e-5
CNDP1	1e-6
PMFBP1	1.35e-11
TBC1D15	7.37e-6
PALD1	4.29e-5
LINC01626	4.41e-9
APBA1	6.33e-11
LINC00909	1.9e-6
MRS2P2	1.61603e-4
DNAI2	4.86307e-4
EYA1	2.55e-10
LINC01537	6.62e-6
MIR139	3.31e-6
KIF19	0.010748075
LINC00870	1.02e-5
TPH2	2.73e-8
BTBD17	0.012029329
PTAR1	1.66639e-4
GPR142	0.008818643
CYP26B1	4.19e-6
RYBP	5.28e-10
PRF1	9.39e-9
PDE2A	2.02e-8
RGS6	3.98e-7
MYO9A	3.06e-7
C9orf135-DT	0.001196909
ARAP1-AS2	0.049782913
TMEM171	4.49e-6
GPRC5C	8.00881e-4
LOC105379030	0.026899867
ADAMTS14	1.746e-4
ARAP1	2.75e-8
NAP1L2	5.04e-7
SENP8	1.12e-8
CD300A	5.8e-6
GRAMD2A	9.74e-9
MIR4692	3.64e-5
C9orf135	2.65e-6
STARD10	1.77e-7
TBATA	3.24e-5
ZNF407	1.04e-7
CD300LB	3.24e-5
LOC340090	1.17e-5
PKM	3.74e-8
ATG16L2	1.22e-7
CD300C	0.002591767
PARP6	5.01e-6
CD300H	4.99e-5
LINC02230	1.47e-6
SGPL1	9.55e-8
MAMDC2	7.55e-10
CD300LD	0.001213557
RIMS1	1.06e-9
LOC101928343	0.007180714
CELF6	1.06e-7
CD300E	0.023672898
DACH1	4.91e-11
PCBD1	6.67e-7
HEXA	3.15e-6
TRHDE	7.29e-8
RAB37	2.30902e-4
CDX4	6.07e-5
LOC105377162	9.51e-8
ZADH2	1.29e-8
CD300LF	0.031855343
GC	3.75e-12
FOXD1	0.0556133
MIR3615	3.67e-5
MSC-AS1	7.66e-6
SLC9A3R1	0.001792662
LINC02622	5.72e-6
MAP2K4P1	0.203613735
ARIH1	4.46e-7
NAT9	3.59793e-4
MSC	1.66532e-4
LINC01386	0.13271375
CHIC1	2.55825e-4
TMEM104	4.32e-5
MAMDC2-AS1	0.037862503
BTF3	1.29e-7
LINC01572	3.48e-9
ANKRA2	2e-5
GRIN2C	6.26e-5
SMC5-AS1	3.13e-9
FCHSD2	1.91e-5
FDXR	5.35e-8
MIR630	0.041364854
UTP15	3.72e-7
FADS6	1.6e-5
SHQ1	1.05e-6
P2RY2	0.139650966
USH1G	0.088692415
ARHGEF28	9.73e-10
LINC02259	4.8948e-4
OTOP3	0.656571967
SMC5	3.95e-8
HID1-AS1	0.00507275
HID1	1.08e-6
UNC5B	8.58e-6
TRHDE-AS1	2.39e-7
HIGD2B	2.14e-6
CDR2L	6.95e-8
MIR7843	3.77e-7
GXYLT2	1.68e-5
P2RY6	1.66331e-4
MRPL58	6.9e-6
TSHZ1	1.51e-10
BBS4	0.041537080999999997
ARHGEF17	3.96e-9
UNC5B-AS1	5.85e-8
KCTD2	5.92e-7
NEGR1	4.83e-8
TSIX	0.252978477
PPP4R2	8.02e-7
ATP5PD	7.77e-8
LOC100287837	2.84e-6
ADPGK-AS1	4.39e-6
EXOC6B	7.35e-7
SMIM21	1.86e-11
SLC16A5	1.49e-5
TRPA1	5.42e-8
ADPGK	1.13e-6
SLC29A3	4.7e-8
XIST	8.49e-5
ZFHX3	6.68e-7
ARMC7	9.04e-5
SPR	7.6e-9
RELT	5.73e-7
HCCAT5	0.001676874
NT5C	1.52e-7
CDH23	8.14e-7
LINC02444	9.06e-8
EMX1	3.25e-7
JPT1	1.27e-7
NPFFR2	2.5e-7
JPX	0.009359964
KLF9	1.52e-11
SUMO2	2.22e-6
NUP85	4.61e-8
LOC392232	1.45e-10
SFXN5	8.14e-10
CDH23-AS1	6.14643e-4
MIR204	2.79e-9
GGA3	1.89e-7
KCNQ5	5.06e-6
LOC100287042	2.06e-7
C16orf47	4.93e-6
EBLN2	1.95e-7
SLC25A19	3.91e-7
MZT1	8.24e-8
BORA	3.33e-5
FAM168A	4.21e-5
LINC01360	3.21e-7
DIS3	0.010840107
RAB11FIP5	9.56e-7
NEO1	4.59e-6
MIR421	4.14e-6
KCNQ5-IT1	2.18e-8
DPF3	3.8e-5
PLEKHB1	1.63e-6
GRB2	6.43e-8
DCAF4	8.94e-8
NOTO	2.7e-7
LINC01335	1.53e-8
MIR3678	3.60778e-4
PIBF1	4.44e-9
SMYD5	3.42e-7
MIR374B	0.054236112
PRADC1	7.63e-6
CCT7	3.10719e-4
RAB6A	8.94e-6
TMEM94	1.71e-7
C10orf105	2.46e-5
PDZRN3	3.36e-9
MRPL48	8.12e-6
ZFYVE1	1.01e-5
KCNB2	5.5e-12
MIR6785	4.89746e-4
CASKIN2	0.005592589
FBXO41	1.62e-8
TSEN54	4.89e-6
FTX	7.8e-6
EGR4	9.08e-6
LLGL2	6.7e-6
RBM25	2.94e-6
KLF5	1.27e-7
VSIR	2.14e-7
ADAMTS3	1.94e-11
LOC101926908	2.51e-7
MIR7152	0.001840099
PAAF1	0.010119861
LOC101927296	4.79e-9
ZCCHC13	2.9658e-4
MYO15B	4.96e-5
COA4	5.28e-6
PSAP	3.43e-7
PSEN1	8.04e-6
MIR12135	2.23e-5
ALMS1	5.24e-7
LINC01898	1.04e-12
SMIM5	3.14542e-4
LINC01333	1.46e-7
LOC339298	6.93e-12
SLC16A2	4.89e-5
SMIM6	0.084117521
PDZRN3-AS1	4.62e-9
MIR4282	3.62e-7
HCN4	5.93242e-4
DNAJB13	2.49e-6
SAP30BP	5.87e-5
UCP2	1.42e-5
PAPLN	4.14632e-4
ALMS1-IT1	0.003659975
ITGB4	5.35261e-4
CHST3	3.94e-5
UCP3	1.61e-6
LINC01331	7.4e-6
REC114	2.12e-5
LINC01568	1.58e-5
LOC101928123	9.91e-5
RLIM	8.89e-7
GALK1	9.83e-7
COX18	1.28e-9
H3F3B	2.06e-7
UNK	8.18e-6
TERF1	1.44e-10
UNC13D	1.67752e-4
NAT8	0.017342354
KCNQ5-AS1	6.42e-6
SPOCK2	2e-7
WBP2	1.9e-6
NPTN-IT1	1.13e-5
TRIM47	6e-7
C2CD3	1.46e-5
PPME1	0.016093313
TRIM65	6.11e-8
ALMS1P1	0.009188302
MRPL38	9.58e-8
KHDC1L	2.89e-5
NUMB	4.97e-6
NPTN	6.13e-6
NAT8B	9.69528e-4
FBF1	2.38e-8
ENC1	7.04e-8
LOC101928143	9.73e-7
LOC101928035	1.42376e-4
RIOX1	3.98e-6
TPRKB	4.44e-6
HEXB	1.34e-8
TEN1	4.22e-7
ASCC1	1.73e-6
CD276	4.79e-6
LINC01893	7.77e-10
P4HA3-AS1	0.055460621
KHDC1	1.58e-8
CDK3	0.074832903
ACOT1	7.85e-5
DUSP11	1.51e-5
MIR4538	0.060908897
EVPL	1.46745e-4
GFM2	0.001810264
ACOT2	4.84e-7
P4HA3	1.22e-5
INSYN1	1.81e-5
STAMBP	3.09e-5
DDIT4	2.22e-7
ACOT4	6.32e-5
TRPM3	2.93e-10
NSA2	1.4904e-4
DPPA5	0.006347887
LOC101927989	4.29e-9
INSYN1-AS1	6.37e-8
SRP68	6.99e-5
KHDC3L	0.06494935
SBSPON	6.1e-5
ZACN	0.096644935
OOEP	8.99399e-4
ACOT6	8.8e-6
MIR6868	0.82546469200000006
DNAJB12	6.35e-8
DDX43	1.02e-6
EXOC7	1.35e-6
DNAL1	2.65e-8
C8orf89	3.14e-7
PGM2L1	3.45e-7
LINC02005	1.81e-9
TBC1D21	0.054272904
RNF157-AS1	5.60115e-4
ACTG2	0.038904448
FOXJ1	4.88e-9
NEXMIF	2.33e-6
DGUOK	5.51e-5
KCNE3	0.002347042
CGAS	6.38197e-4
LOC441086	2.45e-5
MTO1	4.9e-6
ANKRD17	1.14e-7
PNMA1	4.76e-8
FAM169A	1.31e-9
LOXL1	2.48462e-4
NCF1	2.16e-5
LOC100287896	3.72e-7
ZNF516	7.99e-6
RPL7	3.19102e-4
C18orf65	7.14e-6
ALB	6.17e-6
MIR4505	1.81e-7
DGUOK-AS1	0.003903347
RDH10	2.71e-7
TET3	1.17e-7
ELMSAN1	3.18e-8
RNF157	3.5e-6
LOXL1-AS1	1.16e-5
EEF1A1	3.71e-6
LOC100506476	3.51599e-4
UBALD2	5.23e-7
STOML1	2.46e-6
GTF2IRD2	2.88e-5
LINC00908	1.36e-8
RDH10-AS1	7.11e-7
PML	8.54e-9
LINC02274	0.008701023
LINC00392	4.25e-11
LINC02238	5.48e-6
POLD3	3.36e-7
QRICH2	0.007592365
SLC17A5	1.36e-6
AFP	5.7e-8
LINC00683	1.91e-8
PSMD7	1.31e-6
GCNT4	5.8e-8
AFM	0.004395676
GOLGA6A	4.1e-7
BOLA3	9.12e-5
PRPSAP1	9.62e-7
LINC01927	5e-5
ZNF410	1.26e-5
CEMIP2	3.56e-9
BOLA3-AS1	8.64e-7
ABCB7	5.59643e-4
CHRDL2	1.32594e-4
MICU1	6.37e-8
STAU2-AS1	9.12e-7
LOC732265	0.001638148
LOC283922	1.65e-8
CD109	5.07e-11
MOB1A	3.49e-6
SPHK1	1.66e-5
COQ6	7.99e-6
LOC283731	7.11e-6
LINC01879	3.04e-7
ISLR2	0.001423185
LINC02499	1.31e-8
NPIPB15	0.101394724
MTHFD2	6.1e-9
MIR4696	0.009565013
LOC105376772	6.09825e-4
ISLR	3.93e-5
UBE2O	1.24e-8
MCU	2.66e-8
RNF169	2.12e-7
AANAT	5.23e-5
ABHD17B	1.25e-5
CLEC18B	8.03e-5
ENTPD5	1.67e-7
MIR4676	5.554e-4
SLC4A5	2.99e-5
UPRT	1.54291e-4
RHBDF2	5.5e-5
GTF2IRD2B	0.024106905
STRA6	0.012397472
LOC100507377	1.98e-9
ZNF236-DT	9.44e-8
BBOF1	5.69334e-4
RASSF6	1.22922e-4
CYGB	0.080475354
PRCD	1.36e-6
CCDC33	1.65e-6
ALDH6A1	2.39e-6
SNHG16	4.93e-6
SNORD1C	0.0075447759999999996
SNORD1A	0.001120611
ANKRD31	9.53e-5
CXCL8	7.46e-8
C9orf85	1.79419e-4
STAU2	1.93e-9
LIN52	0.003395958
ST6GALNAC2	0.416162939
LRRIQ3	8.2e-7
OIT3	5.94095e-4
ST6GALNAC1	0.001842182
DCTN1-AS1	2.53344e-4
ZNF236	1.64e-8
DCTN1	2.43e-8
KLF12	2.14e-11
XRRA1	0.001829359
GLG1	7.45e-10
C2orf81	0.001217833
WDR54	1.52e-9
CYP11A1	0.598660444
HMGCR	6.68e-7
SPCS2	3.88e-5
LINC02255	4.49e-9
RTKN	4.1083e-4
LOC105274304	1.39e-6
FPGT-TNNI3K	1.84e-6
INO80B-WBP1	6.75e-6
WBP1	3.08e-6
MOGS	1.69e-7
PLA2G12B	1.92e-5
C9orf57	4.14e-7
MRPL53	9.29e-7
MIR6881	1.24e-5
NEU3	9.14e-8
RFWD3	2.45e-6
CXCL6	4.42e-6
MXRA7	4.33e-7
TTC31	1.18527e-4
VSX2	7.68e-9
PF4V1	2.82e-5
JMJD6	4.78e-8
UBE2W	1.68232e-4
LBX2	0.771859743
SEMA7A	3.23e-7
SRSF2	3.43e-8
PCGF1	5.38e-6
CXCL1	2.08e-6
TLX2	0.066816136
UBL7	6.28e-5
ZDHHC15	9.55e-6
MLKL	1.04e-5
MFSD11	0.281589203
AUP1	1.62e-5
CERT1	4.99e-5
ABCD4	1.01e-7
UBL7-AS1	0.668036922
OR2AT4	2.50267e-4
MBP	2.14e-10
LINC01617	2.32e-6
GDA	3.93e-10
LINC02080	2.21617e-4
DOK1	7.3e-7
POLK	4.61e-5
TNNI3K	1.35e-8
VRTN	0.003172442
ARID3B	5.47e-6
CNTN3	2.26e-10
LINC00868	0.001359893
FA2H	0.003396228
PF4	1.66244e-4
SLCO2B1	1.01e-7
P4HA1	2.38e-5
ELOC	1.2e-6
MGAT5B	2.19e-5
CXCL5	3.37e-8
LINC01504	3.76e-8
SYNDIG1L	0.002273907
NUDT13	1.59e-6
M1AP	0.391170623
LINC00402	6.4e-10
SEMA4F	1.39e-7
TMEM70	9.14e-5
LOC100288208	3.83e-6
CXCL3	3.69e-12
CLK3	6.87e-7
ANKDD1B	2.5e-7
ECD	0.116974891
PPBPP2	0.026435896
FAM149B1	3.99e-7
LRRC53	7.73e-11
TTC3P1	0.001475032
MIR4709	0.001286203
LOC105371899	0.00180226
NPC2	2.64e-6
CXCL2	8.55e-7
TPBGL	3.16e-7
EDC3	2.4978e-4
MAGEE2	2.08e-6
ISCA2	2.74e-5
DNAJC9	9.43e-8
MRPS16	1.49e-6
LINC00381	1.02e-5
POC5	7e-5
ZFAND5	2.98538e-4
CYP1A1	0.015491067
WDR59	1.01e-8
LY96	2.96e-8
SNHG20	0.008106155
ZNRF1	3.97e-8
ERICH3-AS1	4.66e-8
MIR326	1.25e-6
DNAJC9-AS1	0.314269756
LTBP2	2.44e-5
CYP1A2	0.006156359
HK2	0.009123313
MIR4444-2	1.50343e-4
ARRB1	7.66e-8
MTHFD2L	1.47e-9
CSK	9.49e-7
GALR1	2.13e-5
MIR4513	1.22e-5
MIR6516	6.98e-6
LINC00347	7.9e-8
LINC01291	7.94e-6
LMAN1L	0.045847453
RPS3	2.14e-5
SNORD15A	0.004007565
CFAP70	2.82e-7
SNORD15B	0.224078769
CPLX3	4.97e-6
TMC1	5.05e-10
MIR6882	1.98279e-4
ULK3	4.7e-8
SEC14L1	3.86e-7
ERICH3	9.05e-6
KLHL35	4.46e-6
LDHD	1.77e-9
SCAMP2	2.12e-7
ATXN7L3B	4.87e-7
ANXA7	7.01e-7
AREL1	1.62e-5
MPI	8.15e-9
ZFP1	4.39e-7
EPGN	1.23e-7
TYW3	5.99e-5
FAM219B	5.2e-8
MSS51	9.61236e-4
JPH1	7.61e-10
POLE4	4.85e-5
CRYZ	4.8e-6
YLPM1	3.6e-6
COX5A	2.37e-6
EREG	1.49608e-4
CTRB2	1.56e-5
GDPD5	1.95e-8
RPP25	2.48e-6
CTRB1	0.090969302
PPP3CB-AS1	1.33e-6
LOC100506281	0.481306908
GDAP1	2.74e-6
SERPINH1	3.01e-6
SCAMP5	4.24e-7
LOC101928516	1.09e-7
MIR5000	7.41e-5
LOC105369391	2.09e-5
MIR4444-1	1.02e-6
PPCDC	3.09e-6
BCAR1	2.38e-8
PROX2	0.001813431
AREG	9.11e-5
LINC01029	1.82e-8
DLST	1.93e-8
SV2C	2.27e-5
MAP6	1.34e-7
USP54	9.71e-7
MIR4316	0.723643337
RPS6KL1	1.1e-7
FAM86DP	9.87e-5
MYOZ1	1.55352e-4
PGF	1.67e-5
SYNPO2L	0.004370355
TACR1	2.63e-6
MOGAT2	0.042026917
SEPTIN9	3.58e-6
MIR5681A	3.46e-9
CFDP1	1.2e-6
EIF2B2	5.84e-6
MIR5681B	0.563335301
AGAP5	0.244715407
LOC283214	0.003614182
LINC01474	2.94e-10
BMS1P4-AGAP5	0.009582771
DGAT2	1.56e-6
GLUD1P3	1.09e-9
C15orf39	2.2e-7
LINC02018	1.07e-8
SEC24C	1.25752e-4
TMEM170A	1.08e-7
CTAGE11P	9.2e-10
UVRAG-DT	9.18e-5
MLH3	2.03e-6
LOC400622	2.35194e-4
UVRAG	1.38563e-4
LOC105376731	6.95e-7
ACYP1	1.2e-9
FUT11	3e-6
CHST6	5.23e-6
LOC100507351	4.77e-6
CHCHD1	4.92e-7
ZSWIM8	5.33e-6
CHST5	2.11e-7
