GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
UNC13B	9	35161976	35405334	68	10	1541224	2.203	0.013799
RUSC2	9	35490007	35561895	31	7	1531894	2.7098	0.003366
FAM166B	9	35561827	35563896	1	1	1586703	-1.155	0.87595
TESK1	9	35605281	35610038	1	1	1590318	-0.3034	0.61921
CD72	9	35609976	35618862	5	2	1592145	6.7058	1.0018e-11
SIT1	9	35649295	35650947	1	1	1033652	-1.7136	0.95669
CCDC107	9	35658279	35661500	4	2	1584105	6.2841	1.6488e-10
ARHGEF39	9	35658872	35675863	12	3	1584108	6.1046	5.1519e-10
CA9	9	35673915	35681156	5	3	1583606	7.608	1.3918e-14
TPM2	9	35681990	35690583	5	2	1589642	7.1015	6.1691e-13
TLN1	9	35697334	35732392	16	3	1594558	8.2277	9.5437e-17
CREB3	9	35732317	35737005	3	1	1317872	1.586	0.056364
GBA2	9	35736863	35749925	2	1	1593520	2.657	0.0039415
RGP1	9	35749277	35753264	3	1	1596546	6.1094	5e-10
MSMP	9	35752987	35754274	1	1	1596508	12.019	1.4136e-33
NPR2	9	35789962	35809728	10	2	1586942	6.1094	5e-10
SPAG8	9	35807782	35812269	2	1	1596560	6.1094	5e-10
HINT2	9	35812957	35815481	1	1	1596572	1.9721	0.024302
FAM221B	9	35817014	35833372	5	2	1596593	6.6003	2.052e-11
TMEM8B	9	35829222	35854844	14	4	1589406	6.1094	5e-10
OR2S2	9	35957105	35958151	1	1	1582873	3.8939	4.9323e-05
RECK	9	36036910	36124452	32	7	1577093	3.5544	0.00018941
GLIPR2	9	36136730	36163910	21	8	1378323	5.9084	1.7267e-09
CCIN	9	36165990	36171331	4	2	1596572	2.3412	0.00961
CLTA	9	36190853	36212059	15	4	1596073	0.60482	0.27265
GNE	9	36214438	36277053	20	5	1541580	3.0043	0.0013309
RNF38	9	36336395	36487568	53	7	1482779	2.4478	0.0071857
MELK	9	36572859	36677680	21	3	1542284	0.83242	0.20259
PAX5	9	36833272	37034476	173	39	1547727	1.169	0.12119
ZCCHC7	9	37120161	37358146	55	9	1506023	1.0453	0.14794
GRHPR	9	37422693	37436990	10	3	1551417	-0.73517	0.76888
ZBTB5	9	37438099	37465407	12	5	1571125	-0.51195	0.69566
POLR1E	9	37485945	37503694	30	5	1463144	0.0045672	0.49818
FBXO10	9	37510889	37576250	29	6	1570522	0.8628	0.19412
TOMM5	9	37588410	37592636	4	1	1588436	0.19572	0.42241
FRMPD1	9	37651052	37746901	76	17	1549129	3.7446	9.0356e-05
TRMT10B	9	37753797	37778969	7	2	1589040	3.6796	0.00011678
EXOSC3	9	37779711	37785089	8	3	1588022	5.6017	1.0613e-08
DCAF10	9	37800551	37867666	16	2	1586869	5.1523	1.2863e-07
SLC25A51	9	37877572	37904350	12	4	1567602	5.0278	2.4809e-07
SHB	9	37915895	38069210	69	8	1570610	2.7518	0.002963
ALDH1B1	9	38392661	38398662	9	4	1473022	0.1498	0.44046
IGFBPL1	9	38406525	38424444	19	5	1577780	1.3172	0.093892
ANKRD18A	9	38543190	38620626	11	5	1017341	0.11709	0.45339
CNTNAP3	9	39070196	39288300	7	4	724419	-0.87746	0.80988
ZNF658	9	40771188	40792112	1	1	272520	-0.051649	0.5206
PGM5	9	70971815	71145977	64	15	1383375	1.0187	0.15417
TMEM252	9	71151496	71155783	2	1	1588721	1.5573	0.059703
PIP5K1B	9	71320188	71624092	190	30	1413689	2.0271	0.021325
PABIR1	9	71394964	71398609	5	2	1277485	0.90319	0.18321
PRKACG	9	71627426	71635600	10	3	1590529	-0.16824	0.5668
FXN	9	71650479	71715094	44	6	1572572	0.19725	0.42181
TJP2	9	71714875	71870124	82	13	1572146	-1.9093	0.97189
ENTREP1	9	71939287	72007372	42	9	1561069	0.81034	0.20887
APBA1	9	72042448	72287275	115	17	1559045	2.9164	0.0017707
PTAR1	9	72324438	72374916	17	5	1537371	-0.38926	0.65146
CFAP95	9	72435731	72521148	51	12	1528747	-1.2484	0.89406
MAMDC2	9	72658435	72841899	92	11	1566998	1.8004	0.035896
SMC5	9	72873878	72969789	30	5	1570633	2.2347	0.01272
KLF9	9	72999513	73029573	8	3	1571921	3.0264	0.0012374
TRPM3	9	73143979	74061782	562	76	1540125	4.9626	3.4784e-07
CEMIP2	9	74298282	74384373	50	13	1495044	3.1209	0.0009015
ABHD17B	9	74477368	74526148	2	1	1560047	0.28775	0.38677
C9orf85	9	74526190	74588373	9	4	1535925	0.27549	0.39147
C9orf57	9	74666275	74687728	10	3	1500386	1.3868	0.082757
GDA	9	74729511	74867140	62	12	1568399	4.5702	2.4364e-06
ZFAND5	9	74966341	74980163	11	3	1478389	4.1032	2.0371e-05
TMC1	9	75136717	75451267	121	13	1579272	1.4385	0.075152
ALDH1A1	9	75515578	75653633	109	20	1511884	3.4642	0.00026586
ANXA1	9	75766721	75785309	17	5	1474463	1.7597	0.039227
RORB	9	77112252	77303534	82	17	1553439	7.5448	2.265e-14
TRPM6	9	77337411	77503010	62	15	1523266	4.7174	1.1942e-06
C9orf40	9	77561499	77567802	3	1	1586900	2.3636	0.0090498
CARNMT1	9	77595936	77643326	10	3	1585417	2.6524	0.0039962
NMRK1	9	77676116	77703133	23	6	1556830	2.642	0.0041204
OSTF1	9	77703398	77762114	37	9	1587300	2.814	0.0024465
PCSK5	9	78505560	78977255	354	98	1525448	10.19	1.0952e-24
RFK	9	79000433	79009444	4	2	1405485	5.4234	2.9235e-08
GCNT1	9	79034752	79122332	42	11	1507825	6.1094	5e-10
PRUNE2	9	79226292	79521136	230	48	1531367	5.6246	9.2978e-09
VPS13A	9	79792269	80032399	75	10	1568160	2.045	0.020425
GNA14	9	80037995	80263232	136	38	1495684	1.3232	0.092892
GNAQ	9	80335189	80646219	90	11	1567181	3.7782	7.8993e-05
CEP78	9	80850978	80886799	10	3	1583913	0.65043	0.25771
PSAT1	9	80911991	80945009	26	7	1580852	1.9002	0.028704
TLE4	9	82186878	82341658	59	9	1568232	4.5536	2.6374e-06
TLE1	9	84198598	84303596	72	24	1466854	6.8383	4.0075e-12
SPATA31D1	9	84603687	84610171	1	1	1590448	0.42543	0.33526
RASEF	9	85594500	85678043	28	3	1584402	-0.57686	0.71798
FRMD3	9	85857905	86153348	222	46	1542261	5.982	1.1018e-09
IDNK	9	86237964	86259045	13	4	1577594	7.8843	1.5814e-15
UBQLN1	9	86274878	86323168	21	4	1513000	7.8848	1.5753e-15
GKAP1	9	86354336	86444431	23	2	1587537	6.1094	5e-10
KIF27	9	86451613	86536428	15	4	1557781	6.1094	5e-10
QNG1	9	86553226	86571665	8	3	1353425	6.1094	5e-10
HNRNPK	9	86582998	86595692	6	2	1575648	6.1094	5e-10
RMI1	9	86595321	86618989	10	3	1585439	6.1094	5e-10
SLC28A3	9	86890765	86983413	139	31	1444145	4.5914	2.2016e-06
NTRK2	9	87283417	87641985	206	42	1536382	2.2535	0.012114
AGTPBP1	9	88161454	88356944	59	8	1554307	3.1587	0.00079226
NAA35	9	88556009	88638350	18	5	1558546	1.2523	0.10523
GOLM1	9	88629018	88715116	39	8	1576701	1.6385	0.050658
C9orf153	9	88835180	88874572	21	6	1527567	8.2335	9.091e-17
ISCA1	9	88879461	88897676	6	2	1444956	6.2356	2.2509e-10
TUT7	9	88902648	88969402	23	4	1550300	6.6481	1.4843e-11
GAS1	9	89559277	89562104	1	1	1590450	3.7123	0.00010267
LINC02872	9	89763559	89774641	8	2	1585074	6.1094	5e-10
DAPK1	9	90112601	90323566	197	42	1500100	4.3224	7.7161e-06
CTSL	9	90340974	90346384	3	2	1160905	-0.51869	0.69801
SPATA31E1	9	90497772	90503814	6	1	1497637	4.2476	1.0806e-05
SPATA31C1	9	90532877	90538572	1	1	612115	2.5208	0.0058541
CDK20	9	90581356	90589695	9	4	1475467	7.0378	9.7629e-13
SPIN1	9	91002584	91093623	23	2	1560999	3.1798	0.00073692
NXNL2	9	91149203	91190704	17	4	1496916	6.9471	1.8647e-12
LINC02843	9	91243250	91267075	11	3	1511067	2.1665	0.015136
NA	9	91605778	91611057	4	2	1562182	4.3245	7.6436e-06
S1PR3	9	91606324	91620070	8	4	1549891	4.6171	1.9454e-06
SHC3	9	91620686	91793682	82	19	1508104	4.7916	8.2746e-07
CKS2	9	91926113	91931618	9	5	1518718	7.0647	8.0505e-13
SECISBP2	9	91933394	91974561	6	2	1568003	4.2132	1.2588e-05
SEMA4D	9	91975706	92112906	70	18	1562814	6.7107	9.6847e-12
GADD45G	9	92219913	92221470	1	1	295969	-0.62422	0.73376
DIRAS2	9	93372114	93405108	13	5	1589270	1.6499	0.049479
SYK	9	93564012	93660842	106	26	1521672	1.288	0.098869
AUH	9	93976097	94124215	47	10	1519737	2.4355	0.0074362
NFIL3	9	94171327	94186908	5	2	1588477	6.1612	3.6104e-10
ROR2	9	94484878	94712444	155	28	1557106	7.7014	6.7292e-15
SPTLC1	9	94793416	94877756	29	6	1574378	5.3844	3.6336e-08
IARS1	9	94972489	95056038	26	5	1503674	6.1094	5e-10
NOL8	9	95059640	95087876	18	5	1519578	7.0003	1.2771e-12
CENPP	9	95087741	95377446	124	8	1571854	6.1094	5e-10
OGN	9	95146249	95166976	11	3	1524932	6.1094	5e-10
OMD	9	95176527	95186836	2	1	1566702	6.1094	5e-10
ASPN	9	95218487	95244844	12	2	1587403	6.1094	5e-10
ECM2	9	95255829	95298374	21	3	1584326	6.1094	5e-10
IPPK	9	95375466	95432547	25	6	1561675	7.08	7.2087e-13
BICD2	9	95473645	95527083	15	2	1588428	6.3665	9.667e-11
LOC101929748	9	95567667	95570649	3	1	1586285	6.1094	5e-10
ZNF484	9	95607313	95640320	8	2	1583114	7.6726	8.4266e-15
FGD3	9	95709601	95798518	31	8	1569958	7.973	7.7436e-16
SUSD3	9	95820989	95847420	17	3	1501413	2.559	0.0052487
CARD19	9	95858450	95875565	9	3	1549454	4.7889	8.3864e-07
NINJ1	9	95883771	95896570	5	2	1586827	7.2004	3.0018e-13
WNK2	9	95946437	96082854	67	12	1572227	6.0963	5.4271e-10
FAM120A2P	9	96080481	96108696	23	5	1501596	7.9616	8.4901e-16
FAM120AOS	9	96208776	96215874	2	1	1557330	6.1094	5e-10
FAM120A	9	96214173	96328397	48	5	1515096	6.7886	5.6616e-12
PHF2	9	96338909	96441869	64	9	1559971	8.1544	1.7542e-16
BARX1	9	96713909	96717608	4	1	1589963	2.6827	0.0036519
PTPDC1	9	96793076	96872138	28	5	1509761	6.1422	4.0687e-10
ZNF169	9	97021578	97065291	24	7	1576566	6.1094	5e-10
MFSD14B	9	97136833	97223202	26	4	1583954	7.8246	2.547e-15
FBP2	9	97321002	97356075	36	7	1509688	7.5882	1.622e-14
FBP1	9	97365415	97402531	26	5	1522140	4.1278	1.8312e-05
AOPEP	9	97488886	97849500	139	17	1558449	6.1094	5e-10
FANCC	9	97861336	98079991	66	8	1495669	7.0476	9.0992e-13
PTCH1	9	98205264	98279247	36	7	1499148	6.1094	5e-10
ERCC6L2	9	98637900	98731122	29	5	1552069	6.1094	5e-10
LOC158434	9	98868943	98878693	4	2	1587970	3.0126	0.0012953
HSD17B3	9	98997588	99064662	34	12	1487179	5.5307	1.5947e-08
SLC35D2	9	99075719	99145992	31	6	1539183	6.1094	5e-10
ZNF367	9	99148223	99180669	10	2	1588522	6.1094	5e-10
HABP4	9	99212414	99253618	14	1	1589002	6.1094	5e-10
CDC14B	9	99252807	99382112	44	8	1394953	6.1094	5e-10
PRXL2C	9	99403109	99417603	8	2	1074781	2.0476	0.020301
ZNF510	9	99518147	99540401	13	3	1280597	-0.82526	0.79539
ZNF782	9	99578754	99696169	25	4	1531513	4.3913	5.6343e-06
CTSV	9	99791959	99801925	7	1	1590447	6.1094	5e-10
CCDC180	9	100069910	100139577	48	5	1561341	6.503	3.9372e-11
TDRD7	9	100174302	100258407	25	4	1573751	4.6686	1.5165e-06
TMOD1	9	100263462	100367177	72	19	1512886	7.5942	1.5483e-14
TSTD2	9	100362362	100395962	17	3	1161806	3.6608	0.00012573
NCBP1	9	100395705	100436030	12	4	1369578	6.5621	2.6522e-11
XPA	9	100437191	100459691	14	4	958866	3.5514	0.0001916
FOXE1	9	100615537	100618997	5	1	1591132	6.1094	5e-10
TRMO	9	100662380	100684852	13	3	1583178	7.8927	1.479e-15
HEMGN	9	100689073	100707197	6	1	1584887	2.2332	0.012768
ANP32B	9	100745479	100780860	16	5	1469487	7.8806	1.6284e-15
TRIM14	9	100798071	100881695	39	7	1507718	8.2663	6.9091e-17
NANS	9	100818959	100845365	14	3	1483710	6.4531	5.4799e-11
CORO2A	9	100883257	100954956	61	20	1438716	5.0669	2.0217e-07
TBC1D2	9	100961280	101018003	42	9	1570569	2.3718	0.0088506
GABBR2	9	101050364	101471479	348	74	1506701	3.1431	0.00083582
ANKS6	9	101494291	101558794	27	5	1566520	1.5624	0.059097
GALNT12	9	101569981	101612363	25	9	1504501	2.7177	0.0032868
COL15A1	9	101705995	101833074	80	18	1521957	7.7034	6.6262e-15
TGFBR1	9	101867412	101916474	26	3	1535995	7.8123	2.8081e-15
ALG2	9	101978707	101984246	1	1	1535062	0.64369	0.25989
SEC61B	9	101984570	101992901	2	1	1506799	2.2329	0.012777
NR4A3	9	102584137	102629173	14	3	1485251	6.8918	2.7545e-12
STX17	9	102668915	102736818	21	2	1584350	2.4176	0.0078117
ERP44	9	102741461	102861330	49	6	1560378	1.5077	0.065814
INVS	9	102861467	103063908	64	6	1587489	2.2988	0.010759
TEX10	9	103064357	103115856	20	3	1587954	5.0304	2.4474e-07
MSANTD3	9	103189495	103214016	12	4	1533271	2.3099	0.010446
MSANTD3-TMEFF1	9	103204188	103339918	45	6	1574897	1.8841	0.029774
TMEFF1	9	103235520	103339918	30	4	1590918	1.6853	0.045965
CAVIN4	9	103340361	103350671	7	3	1584145	1.7989	0.03602
PLPPR1	9	103791031	104087417	169	34	1519835	7.0539	8.6999e-13
BAAT	9	104122699	104147287	11	2	1537714	1.9762	0.024064
MRPL50	9	104151096	104160919	3	2	1297901	1.3657	0.086018
ZNF189	9	104161136	104172942	12	3	1455553	1.0525	0.14629
ALDOB	9	104182842	104198062	15	4	1535576	0.79051	0.21461
PGAP4	9	104235442	104249475	10	4	1514358	1.4945	0.067527
RNF20	9	104296131	104325626	12	5	1482185	2.112	0.017343
GRIN3A	9	104331634	104500862	122	15	1565570	4.5879	2.2382e-06
PPP3R2	9	104353897	104357283	3	2	1590998	0.018659	0.49256
CYLC2	9	105757593	105780770	18	5	1584189	1.1152	0.13238
SMC2	9	106856213	106903700	44	5	1553441	5.668	7.2258e-09
OR13F1	9	107266544	107267503	6	2	1456098	1.7959	0.036253
OR13C8	9	107331449	107332411	1	1	1591207	-0.12907	0.55135
OR13C5	9	107360738	107361694	3	1	1591205	-0.5846	0.72059
OR13C9	9	107379529	107380485	1	1	1591206	-0.31095	0.62208
OR13D1	9	107456703	107457743	4	2	1591199	-0.50993	0.69495
NIPSNAP3A	9	107509969	107522403	7	2	1590937	-0.64809	0.74154
NIPSNAP3B	9	107526022	107540045	11	4	1565516	-0.02387	0.50952
ABCA1	9	107543283	107690527	132	37	1511253	3.0313	0.0012175
SLC44A1	9	108006906	108200785	60	9	1542240	0.65829	0.25518
FSD1L	9	108210077	108314714	36	7	1586302	2.303	0.010639
FKTN	9	108320411	108403399	25	7	1560352	2.5107	0.0060247
TAL2	9	108418562	108425393	2	1	1590611	2.2687	0.011644
TMEM38B	9	108456806	108538892	28	4	1588654	2.7349	0.0031198
ZNF462	9	109622469	109775525	66	16	1540529	6.1094	5e-10
RAD23B	9	110045517	110094475	28	7	1500077	3.5249	0.00021183
KLF4	9	110247133	110252047	2	1	1570113	-0.68289	0.75266
ACTL7B	9	111616868	111618275	3	2	1591159	4.6915	1.3558e-06
ACTL7A	9	111624603	111626035	1	1	1591206	-0.027469	0.51096
ELP1	9	111629800	111696608	62	13	1580422	6.1094	5e-10
ABITRAM	9	111696673	111703238	5	2	1417568	5.9311	1.5045e-09
CTNNAL1	9	111704849	111775829	23	5	1585306	8.3157	4.5591e-17
TMEM245	9	111777415	111882225	48	10	1585958	6.1094	5e-10
FRRS1L	9	111899581	111929571	11	4	1587633	5.7742	3.8671e-09
EPB41L4B	9	111934254	112083021	109	25	1531100	7.58	1.7279e-14
PTPN3	9	112137974	112260593	61	12	1569685	3.3741	0.00037035
NA	9	112403068	112713756	219	45	1563190	7.4901	3.4417e-14
PALM2AKAP2	9	112542577	112934792	261	57	1558150	8.9527	1.7343e-19
NA	9	112810878	112934792	100	22	1556710	7.2257	2.4933e-13
C9orf152	9	112961841	112970413	9	4	1588879	3.9535	3.8506e-05
TXN	9	113006092	113018920	17	9	1512234	8.2805	6.1339e-17
TXNDC8	9	113065762	113100163	22	7	1564060	3.555	0.00018902
SVEP1	9	113127528	113342160	148	32	1572413	3.6854	0.00011415
MUSK	9	113430935	113566386	68	16	1561668	7.8806	1.6293e-15
LPAR1	9	113635542	113801523	114	18	1565738	7.264	1.8789e-13
OR2K2	9	114089763	114091952	1	1	1591100	7.6796	7.9816e-15
ECPAS	9	114122973	114247025	53	8	1550470	7.9639	8.3362e-16
ZNF483	9	114287439	114340124	10	4	1557836	8.2663	6.9118e-17
PTGR1	9	114312002	114362135	21	8	1545586	8.4196	1.8892e-17
DNAJC25	9	114393632	114416631	14	3	1548857	1.3436	0.08954
DNAJC25-GNG10	9	114393632	114432526	30	6	1571316	3.2173	0.00064695
GNG10	9	114423851	114432526	2	1	1591206	-0.17125	0.56799
SHOC1	9	114448901	114557556	54	9	1561282	5.8391	2.6242e-09
UGCG	9	114659206	114697649	14	4	1590490	7.3785	8.0061e-14
SUSD1	9	114803061	114937577	82	18	1544728	7.7517	4.5343e-15
PTBP3	9	114979995	115095944	45	4	1571710	6.9292	2.1158e-12
HSDL2	9	115142189	115234685	39	7	1525686	6.0827	5.9096e-10
KIAA1958	9	115249248	115427587	57	13	1506907	5.586	1.1616e-08
INIP	9	115448786	115480387	16	3	1473058	2.101	0.017822
SNX30	9	115511911	115637267	68	10	1498990	2.4418	0.0073067
SLC46A2	9	115641200	115653193	7	3	1490258	3.1876	0.00071721
ZNF883	9	115759400	115774472	4	2	1588303	1.2258	0.11015
ZFP37	9	115804144	115819043	5	3	1546590	1.0666	0.14308
SLC31A2	9	115913238	115926422	15	5	1581099	5.3541	4.2983e-08
FKBP15	9	115927800	115983641	45	10	1548533	6.4943	4.1699e-11
SLC31A1	9	115983808	116026772	14	4	1549368	7.8472	2.1264e-15
CDC26	9	116029288	116037869	3	1	1545907	5.3531	4.3222e-08
PRPF4	9	116037914	116056079	17	3	1574581	6.634	1.6331e-11
RNF183	9	116059373	116065554	7	2	1584139	5.7187	5.3679e-09
WDR31	9	116075502	116102620	15	4	1587732	2.7921	0.002618
BSPRY	9	116111812	116133513	25	6	1515664	3.9043	4.7255e-05
HDHD3	9	116135698	116139289	4	1	1538556	4.3356	7.2689e-06
ALAD	9	116148592	116163618	18	8	1454325	4.9769	3.2309e-07
POLE3	9	116169515	116173029	3	2	1546990	5.3309	4.8851e-08
C9orf43	9	116172924	116191964	8	3	1397814	7.8939	1.4646e-15
RGS3	9	116207009	116360023	55	4	1521933	7.8046	2.9843e-15
ZNF618	9	116638562	116818875	134	25	1470971	6.2128	2.6024e-10
AMBP	9	116822407	116840752	9	3	1510417	5.3747	3.8347e-08
KIF12	9	116853903	116861600	4	1	1560605	3.5412	0.00019917
COL27A1	9	116918231	117072975	170	48	1471785	6.1094	5e-10
AKNA	9	117096429	117160783	43	9	1506320	5.9923	1.0343e-09
WHRN	9	117164360	117267789	80	15	1494937	5.2887	6.1594e-08
ATP6V1G1	9	117349994	117361152	7	3	1588391	1.9511	0.025522
TMEM268	9	117373706	117408703	33	4	1585438	0.16099	0.43605
TEX48	9	117428714	117444369	17	4	1588263	0.30149	0.38152
TNFSF15	9	117546915	117568408	11	4	1512729	1.6673	0.047727
TNFSF8	9	117655623	117692875	31	3	1376770	0.11347	0.45483
TNC	9	117781854	117880536	85	16	1576367	7.637	1.1116e-14
DELEC1	9	117904097	118164923	170	35	1559288	7.9659	8.2044e-16
PAPPA	9	118916071	119164600	138	34	1478426	6.1094	5e-10
ASTN2	9	119187504	120177317	713	110	1526916	7.9012	1.3815e-15
TRIM32	9	119360147	119463579	49	8	1461338	6.1094	5e-10
TLR4	9	120466453	120479769	11	5	1516881	3.4552	0.00027491
BRINP1	9	121928907	122131739	121	21	1511936	2.2418	0.012489
CDK5RAP2	9	123151147	123342448	60	9	1570026	3.1613	0.0007852
MEGF9	9	123363196	123476765	24	4	1412695	6.1094	5e-10
FBXW2	9	123519254	123555740	10	2	1588721	6.1094	5e-10
PSMD5	9	123578331	123605299	5	2	1537709	6.2733	1.7677e-10
PHF19	9	123617929	123657168	14	4	1548218	6.9361	2.015e-12
TRAF1	9	123664671	123691451	21	4	1563170	4.9608	3.5104e-07
C5	9	123714613	123812554	44	8	1570113	7.8822	1.6087e-15
CNTRL	9	123837170	123939888	35	4	1585497	4.2791	9.3821e-06
RAB14	9	123940415	123964365	12	2	1583880	4.778	8.8502e-07
GSN	9	124030380	124095122	39	8	1536385	7.8774	1.6707e-15
STOM	9	124101266	124132582	20	6	1582757	7.2017	2.9727e-13
DAB2IP	9	124329162	124547809	88	30	1409805	7.9196	1.1917e-15
TTLL11	9	124577953	124855885	144	26	1564050	3.334	0.00042806
NDUFA8	9	124894745	124922098	24	4	1552231	2.622	0.0043703
MORN5	9	124922190	124962368	24	5	1520617	4.2049	1.3061e-05
LHX6	9	124964856	124991166	17	6	1416102	4.0036	3.1194e-05
RBM18	9	125001834	125027143	15	3	1512941	2.9677	0.0015001
MRRF	9	125026882	125085743	17	3	1481080	3.3358	0.00042525
PTGS1	9	125132809	125157982	58	12	1417004	0.66249	0.25383
OR1J2	9	125231369	125276376	29	12	1551107	1.409	0.079417
OR1N1	9	125288637	125289572	2	1	1590450	-0.33424	0.6309
OR1N2	9	125315449	125316441	7	2	1590449	1.2982	0.097111
OR1L8	9	125329827	125330756	2	1	1590449	1.2012	0.11483
OR1Q1	9	125377017	125377961	2	1	1590154	-0.41915	0.66245
OR1B1	9	125390858	125391814	6	2	1590447	0.10661	0.45755
OR1L1	9	125423995	125424927	2	1	1348285	0.1316	0.44765
OR1L3	9	125437409	125438383	2	1	1452057	-0.68932	0.75469
OR1L6	9	125512127	125513062	2	1	1123938	0.21581	0.41457
OR1K1	9	125562402	125563352	1	1	1540455	1.3659	0.085978
PDCL	9	125580376	125590935	5	3	1101929	5.1576	1.2509e-07
RC3H2	9	125606835	125667562	16	4	1473022	7.8672	1.8129e-15
ZBTB6	9	125670335	125676365	4	1	1590443	6.1094	5e-10
ZBTB26	9	125677845	125693792	6	2	1589609	6.6474	1.4912e-11
RABGAP1	9	125703288	125867147	45	6	1475862	7.8085	2.894e-15
GPR21	9	125795916	125801380	1	1	1590451	9.5213	8.5524e-22
STRBP	9	125878338	126030855	43	6	1515944	7.8516	2.0543e-15
CRB2	9	126118448	126141034	7	2	1574071	3.7267	9.7018e-05
DENND1A	9	126141933	126692423	221	30	1528286	6.0725	6.2956e-10
LHX2	9	126773889	126795572	8	1	1528567	4.0864	2.191e-05
NEK6	9	127019885	127114721	46	8	1536191	5.1788	1.1164e-07
PSMB7	9	127115744	127177752	19	3	1583746	3.5923	0.00016388
ADGRD2	9	127213423	127239379	16	3	1497549	4.1971	1.3515e-05
NR5A1	9	127243515	127269769	11	3	1421931	7.3269	1.1775e-13
NR6A1	9	127279554	127533589	75	8	1370225	7.1344	4.862e-13
OLFML2A	9	127539435	127577161	12	4	1470002	7.1858	3.3396e-13
WDR38	9	127615627	127620170	8	2	1561320	3.4096	0.00032528
RPL35	9	127620158	127624240	2	1	1590439	1.3318	0.091468
ARPC5L	9	127626267	127640012	4	2	1562831	2.9854	0.0014162
GOLGA1	9	127640573	127703386	23	4	1533223	3.2709	0.00053599
SCAI	9	127704887	127905838	70	8	1555366	2.7619	0.0028731
PPP6C	9	127908852	127952218	14	3	1558780	0.64625	0.25906
RABEPK	9	127962821	127996438	9	3	1539664	0.023504	0.49062
HSPA5	9	127997127	128003666	4	2	1478500	0.18223	0.4277
GAPVD1	9	128024073	128127290	24	3	1555356	3.9763	3.4999e-05
MAPKAP1	9	128199673	128469513	119	13	1508607	7.7663	4.0391e-15
PBX3	9	128509617	128729656	74	7	1475458	6.2078	2.6866e-10
MVB12B	9	129089123	129269320	118	19	1578755	3.8477	5.9614e-05
LMX1B	9	129376722	129463311	50	15	1494655	4.2281	1.1785e-05
ZBTB43	9	129567285	129600489	9	4	1468718	0.49955	0.3087
ZBTB34	9	129622944	129648157	8	3	1575256	6.1094	5e-10
RALGPS1	9	129677053	129985445	117	13	1522727	7.8652	1.8431e-15
ANGPTL2	9	129849628	129885044	13	3	1588871	7.8714	1.754e-15
GARNL3	9	129986750	130155828	71	12	1561824	6.5382	3.1126e-11
SLC2A8	9	130159417	130170177	7	2	1550438	3.9213	4.4039e-05
ZNF79	9	130186653	130209525	11	2	1590443	3.7833	7.7385e-05
RPL12	9	130209953	130213711	1	1	1590443	3.8228	6.5976e-05
LRSAM1	9	130213765	130265780	20	3	1576731	5.0895	1.7953e-07
NIBAN2	9	130267618	130341268	31	8	1543721	2.3697	0.0089018
STXBP1	9	130374486	130454995	23	5	1513938	3.5822	0.00017036
CFAP157	9	130469263	130476303	1	1	1590289	0.54407	0.2932
PTRH1	9	130476227	130487152	4	1	1579858	2.89	0.0019264
TTC16	9	130478358	130493879	10	2	1583703	2.372	0.0088455
TOR2A	9	130493803	130497628	4	1	1582382	1.7448	0.040507
SH2D3C	9	130500596	130541048	16	3	1560563	3.7521	8.7689e-05
CDK9	9	130548305	130553052	6	3	1379053	2.1387	0.016232
FPGS	9	130565137	130576799	4	2	1568309	3.0303	0.0012216
ENG	9	130577291	130617052	15	6	1466753	3.2708	0.00053617
AK1	9	130628759	130640022	5	2	1309159	0.71317	0.23787
ST6GALNAC6	9	130647600	130669010	8	4	1462156	5.6449	8.2617e-09
ST6GALNAC4	9	130670165	130679326	4	2	1236948	4.1417	1.7237e-05
PIP5KL1	9	130683808	130693076	2	1	1516979	0.74048	0.2295
DPM2	9	130697374	130700763	1	1	1587743	4.2314	1.1614e-05
EEIG1	9	130702861	130742812	13	3	1562582	4.4896	3.5675e-06
NAIF1	9	130823512	130829600	3	1	1575623	3.4892	0.00024224
SLC25A25	9	130830479	130871537	19	2	1510211	5.6013	1.0639e-08
PTGES2	9	130882972	130890741	4	2	1346630	2.8049	0.0025169
LCN2	9	130911732	130915734	2	1	1329699	-0.056639	0.52258
BBLN	9	130922539	130926207	1	1	1578040	0.22006	0.41291
CIZ1	9	130928344	130966662	16	3	1580424	1.9705	0.024388
DNM1	9	130965634	131017528	26	5	1552281	6.1839	3.1264e-10
GOLGA2	9	131018108	131038286	8	2	1581086	5.3743	3.8448e-08
SWI5	9	131037663	131051268	2	1	1581523	5.2221	8.8449e-08
TRUB2	9	131071396	131084697	1	1	1589840	1.0701	0.14228
COQ4	9	131084791	131096351	8	3	1500366	5.6676	7.2414e-09
SLC27A4	9	131102839	131123749	7	3	1475047	4.8209	7.1463e-07
URM1	9	131133598	131154295	9	4	1460958	3.1634	0.00077962
CERCAM	9	131173854	131199630	9	3	1422201	1.9102	0.028055
ODF2	9	131217434	131263571	11	2	1532483	0.86097	0.19463
GLE1	9	131266971	131304580	14	2	1401291	0.1848	0.42669
SPTAN1	9	131314837	131395944	18	2	1416499	-0.48027	0.68448
DYNC2I2	9	131395940	131419129	9	2	1528163	-0.31768	0.62463
SET	9	131445934	131458675	3	1	1105594	0.19118	0.42419
PKN3	9	131464802	131483199	2	1	1264574	-2.0755	0.98103
