PANEL,FILE,GENE,CHR,P0,P1,HSQ,BEST.GWAS.ID,BEST.GWAS.Z,EQTL.ID,EQTL.R2,EQTL.Z,EQTL.GWAS.Z,NSNP,NWGT,MODEL,MODELCV.R2,MODELCV.PV,TWAS.Z,TWAS.P,PERM.PV,PERM.N,PERM.ANL_PV
NA,/home/CMC.BRAIN.RNASEQ/CMC.LIPT1.wgt.RDat,LIPT1,2,99771417,99779613,0.1382,rs10178956,-4.16,rs11695751,0.183863,-9.24,1.092,300,1,top1,0.18,7.40E-22,-1.092,0.275,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MITD1.wgt.RDat,MITD1,2,99785725,99797492,0.0284,rs10178956,-4.16,rs11123761,0.042935,4.78,0.943,306,1,top1,0.043,5.30E-06,0.943,0.346,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LYG1.wgt.RDat,LYG1,2,99900700,99921218,0.1039,rs10178956,-4.16,rs3792118,0.042839,-4.73,-0.41,313,1,top1,0.043,5.40E-06,0.41,0.682,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.REV1.wgt.RDat,REV1,2,100016937,100106480,0.0249,rs6542847,-4.16,rs17022634,0.046037,-4.77,-0.683,348,1,top1,0.046,2.50E-06,0.683,0.495,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.AFF3.wgt.RDat,AFF3,2,100163715,100759037,0.3097,rs6715321,3.91,rs4851244,0.237257,10.55,1.198,626,32,enet,0.25,9.20E-31,0.63829,0.523,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CHST10.wgt.RDat,CHST10,2,101008321,101034130,0.0521,rs17023563,2.67,rs4851313,0.02326,-4.87,0.114,474,474,blup,0.04,1.00E-05,-0.66545,0.506,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TBC1D8.wgt.RDat,TBC1D8,2,101623689,101767846,0.1382,rs6753727,2.54,rs4851407,0.088864,-6.61,1.125,498,1,top1,0.089,6.00E-11,-1.125,0.261,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RNF149.wgt.RDat,RNF149,2,101887683,101925178,0.1236,rs6753727,2.54,rs13031025,0.111156,7.2,1.438,404,3,lasso,0.11,8.10E-14,1.65113,0.0987,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CREG2.wgt.RDat,CREG2,2,101964815,102003965,0.1227,rs6753727,2.54,rs9308846,0.111131,-7.26,2.038,392,392,bslmm,0.12,3.20E-14,-0.66433,0.506,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RFX8.wgt.RDat,RFX8,2,102013822,102091165,0.1519,rs6753727,2.54,rs4851447,0.02501,5.08,-0.523,405,6,lasso,0.092,2.50E-11,-0.02615,0.979,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.IL1R1.wgt.RDat,IL1R1,2,102686835,102796334,0.1383,rs10515922,1.92,rs11685537,0.094339,-7.06,-0.107,551,3,lasso,0.1,4.00E-12,0.02486,0.98,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.IL1RL2.wgt.RDat,IL1RL2,2,102803432,102855811,0.181,rs7585959,2.92,rs12474258,0.05088,5.82,-0.213,549,549,bslmm,0.094,1.80E-11,-0.78284,0.434,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.IL18R1.wgt.RDat,IL18R1,2,102927961,103015217,0.3128,rs7585959,2.92,rs7568913,0.377504,-13.09,0.114,580,580,bslmm,0.38,5.40E-49,0.01099,0.991,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SLC9A2.wgt.RDat,SLC9A2,2,103236165,103327809,0.17,rs7585959,2.92,rs17775170,0.096294,6.88,0.217,514,4,lasso,0.11,4.70E-13,-0.13133,0.896,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC284998.wgt.RDat,LOC284998,2,105363094,105374177,0.1167,rs6543247,3.83,rs403491,0.124864,7.67,1.366,370,1,top1,0.12,5.90E-15,1.366,0.172,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MRPS9.wgt.RDat,MRPS9,2,105654482,105716418,0.1957,rs3087523,3.57,rs12611937,0.182576,-9.19,-0.683,519,519,bslmm,0.19,3.30E-23,0.71946,0.472,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.C2orf40.wgt.RDat,C2orf40,2,106682112,106694609,0.1977,rs6742317,-3.6,rs3820893,0.10696,-7.05,-0.07,483,483,bslmm,0.13,7.80E-16,-0.21512,0.83,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ST6GAL2.wgt.RDat,ST6GAL2,2,107418055,107503563,0.2301,rs7575610,-3.05,rs6543445,0.116423,-8.63,0.491,440,47,enet,0.19,4.30E-22,-0.56098,0.575,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SULT1C4.wgt.RDat,SULT1C4,2,108994420,109004270,0.2585,rs17770672,-2.88,rs10173529,0.039574,5.75,0.568,338,61,enet,0.13,1.90E-15,0.88371,0.377,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GCC2.wgt.RDat,GCC2,2,109065576,109125854,0.1212,rs17770672,-2.88,rs6760160,0.171729,8.88,0.495,390,30,enet,0.18,5.10E-21,0.44587,0.656,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LIMS1.wgt.RDat,LIMS1,2,109150810,109303702,0.075,rs17197427,3.86,rs13413437,0.005017,4.05,0.196,419,419,blup,0.024,0.00056,-0.47048,0.638,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RANBP2.wgt.RDat,RANBP2,2,109335936,109402267,0.0381,rs7609336,-5.27,rs2718755,0.01359,-4.12,0.355,395,395,blup,0.025,0.00042,-0.9806,0.327,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SH3RF3.wgt.RDat,SH3RF3,2,109745996,110262207,0.0665,rs7609336,-5.27,rs891417,0.064259,-5.83,2.695,406,1,top1,0.064,2.80E-08,-2.695,0.00704,0.26087,46,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SEPT10.wgt.RDat,10-Sep,2,110300373,110371783,0.1634,rs7609336,-5.27,rs6723295,0.171125,-9.17,2.684,236,5,lasso,0.21,9.10E-25,-2.36042,0.0183,0.36364,33,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.MALL.wgt.RDat,MALL,2,110841446,110874143,0.0607,rs6594049,2.91,rs7601026,-0.000576,-3.16,-0.877,103,103,blup,0.025,0.00049,-1.80889,0.0705,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC151009.wgt.RDat,LOC151009,2,111132685,111142113,0.1052,rs9326628,2.1,rs12474907,0.028262,-5.25,0.067,144,144,blup,0.066,1.80E-08,0.16406,0.87,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.BCL2L11.wgt.RDat,BCL2L11,2,111878490,111926022,0.0404,rs3789069,3.24,rs1439287,0.040599,-4.67,2.171,346,1,top1,0.041,9.40E-06,-2.171,0.0299,0.06154,195,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.MERTK.wgt.RDat,MERTK,2,112656190,112786945,0.1509,rs6747985,3.02,rs10166396,0.039953,5.09,1.157,336,336,bslmm,0.076,1.50E-09,-1.06148,0.288,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TMEM87B.wgt.RDat,TMEM87B,2,112812799,112876895,0.2134,rs6747985,3.02,rs4632347,0.170435,-9.04,2.634,357,26,enet,0.17,1.10E-20,-2.91713,0.00353,0.00755,1589,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.FBLN7.wgt.RDat,FBLN7,2,112895961,112945791,0.2094,rs6747985,3.02,rs10202871,0.092362,7.63,-0.27,365,18,lasso,0.2,2.20E-24,-1.12691,0.26,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ZC3H8.wgt.RDat,ZC3H8,2,112973438,113012664,0.0553,rs6747985,3.02,rs6542056,0.03008,5.19,-0.248,353,17,enet,0.034,4.30E-05,-0.5888,0.556,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.POLR1B.wgt.RDat,POLR1B,2,113299491,113334727,0.1251,rs6747985,3.02,rs13412193,0.078372,7.17,-1.742,442,4,lasso,0.15,7.30E-18,-1.43697,0.151,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CHCHD5.wgt.RDat,CHCHD5,2,113342035,113346850,0.2063,rs6747985,3.02,rs768069,0.169522,8.96,-1.44,448,1,top1,0.17,3.90E-20,-1.44,0.15,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PSD4.wgt.RDat,PSD4,2,113931559,113960677,0.0941,rs3087263,2.55,rs12711752,0.066019,5.6,1.086,462,1,top1,0.066,1.80E-08,1.086,0.277,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC654433.wgt.RDat,LOC654433,2,113993103,114024600,0.4793,rs3087263,2.55,rs11123172,0.471613,-14.61,1.169,469,29,enet,0.51,5.50E-72,-0.64888,0.516,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.WASH2P.wgt.RDat,WASH2P,2,114341229,114356613,0.0831,rs3087263,2.55,rs4849261,0.061544,-5.45,-0.942,364,1,top1,0.062,5.40E-08,0.942,0.346,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DDX11L2.wgt.RDat,DDX11L2,2,114356604,114359153,0.2751,rs3087263,2.55,rs4849261,0.183107,9.22,-0.942,348,18,enet,0.21,2.00E-25,-1.51477,0.13,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RPL23AP7.wgt.RDat,RPL23AP7,2,114368815,114384715,0.4516,rs3087263,2.55,rs4849261,0.326996,12.2,-0.942,349,349,bslmm,0.38,3.60E-49,-0.66967,0.503,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DPP10.wgt.RDat,DPP10,2,115199898,116602326,0.0905,rs4629164,2.83,rs7566591,0.019608,-4.35,-1.162,821,32,enet,0.054,3.20E-07,0.08099,0.935,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC389023.wgt.RDat,LOC389023,2,115901624,115918920,0.1515,rs10496470,-2.47,rs12711818,0.025703,4.57,-0.492,362,362,bslmm,0.034,5.10E-05,-1.04207,0.297,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DDX18.wgt.RDat,DDX18,2,118572254,118589953,0.3005,rs2422047,2.94,rs13432548,0.335692,-12.36,-1.476,473,11,lasso,0.38,2.70E-49,1.4524,0.146,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC93.wgt.RDat,CCDC93,2,118673053,118771739,0.0425,rs2422047,2.94,rs7571323,0.004286,4.54,-1.493,511,511,blup,0.026,0.00031,-2.08406,0.0372,0.07947,151,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.STEAP3.wgt.RDat,STEAP3,2,119981383,120023227,0.0748,rs4849764,3.45,rs838090,0.050216,-5.34,-0.533,508,4,lasso,0.058,1.50E-07,0.33228,0.74,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.EPB41L5.wgt.RDat,EPB41L5,2,120770603,120936697,0.108,rs2043722,-3.48,rs2861028,0.129557,-8.23,1.288,356,1,top1,0.13,1.70E-15,-1.288,0.198,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CYP27C1.wgt.RDat,CYP27C1,2,127941411,127977654,0.0478,rs905656,-2.3,rs11683427,0.016115,-4.43,-1.184,486,10,enet,0.053,5.00E-07,0.33917,0.734,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ERCC3.wgt.RDat,ERCC3,2,128014865,128051752,0.0874,rs905656,-2.3,rs12477214,0.050703,4.95,-0.304,470,1,top1,0.051,7.90E-07,-0.304,0.761,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MAP3K2.wgt.RDat,MAP3K2,2,128056244,128100805,0.0804,rs17600636,2.54,rs4300780,0.037467,-4.84,-0.033,467,1,top1,0.037,2.00E-05,0.033,0.974,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.POLR2D.wgt.RDat,POLR2D,2,128603839,128615729,0.0894,rs17600636,2.54,rs3816127,0.104162,-7.07,-0.684,372,1,top1,0.1,1.20E-12,0.684,0.494,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100131320.wgt.RDat,LOC100131320,2,130724164,130738045,0.4238,rs2707653,2.34,rs1922633,0.40511,-13.56,0.531,260,1,top1,0.41,6.30E-53,-0.531,0.595,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RAB6C.wgt.RDat,RAB6C,2,130737234,130740311,0.2714,rs2707653,2.34,rs1922633,0.251556,-10.7,0.531,258,5,lasso,0.26,2.30E-31,-0.56128,0.575,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC74B.wgt.RDat,CCDC74B,2,130896855,130902707,0.0715,rs2707653,2.34,rs13429474,0.055943,-5.47,-0.511,191,1,top1,0.056,2.20E-07,0.511,0.609,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC115.wgt.RDat,CCDC115,2,131095815,131099922,0.0574,rs1134119,2.4,rs11542416,0.0735,6.05,-0.6188,143,1,top1,0.074,2.80E-09,-0.61884,0.536,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ARHGEF4.wgt.RDat,ARHGEF4,2,131672785,131804836,0.0686,rs3814391,3.01,rs11900545,0.057007,-5.75,2.75,185,1,top1,0.057,1.70E-07,-2.75,0.00596,0.10526,114,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.WTH3DI.wgt.RDat,WTH3DI,2,132118064,132121731,0.1639,rs3814391,3.01,rs1949977,0.234462,-10.35,1.498,195,1,top1,0.23,3.60E-28,-1.498,0.134,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TUBA3D.wgt.RDat,TUBA3D,2,132233579,132240507,0.0833,rs3814391,3.01,rs6731616,0.028896,-5.6,0.457,168,2,lasso,0.044,4.10E-06,-0.18447,0.854,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.MZT2A.wgt.RDat,MZT2A,2,132241532,132250064,0.4129,rs3814391,3.01,rs16856655,0.343243,-12.56,0.427,167,8,lasso,0.41,4.20E-53,-0.40215,0.688,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC150776.wgt.RDat,LOC150776,2,132250385,132279149,0.4097,rs3814391,3.01,rs12469056,0.525053,-15.48,1.167,171,14,enet,0.55,2.80E-79,-1.05498,0.291,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC74A.wgt.RDat,CCDC74A,2,132285406,132291239,0.2298,rs3814391,3.01,rs7565546,0.209028,-9.76,0.497,156,6,lasso,0.21,3.90E-25,-0.93997,0.347,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ANKRD30BL.wgt.RDat,ANKRD30BL,2,132905163,133015542,0.0972,rs1835429,2.86,rs2315206,0.026894,-5,-0.08,283,283,bslmm,0.068,1.00E-08,0.61295,0.54,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LYPD1.wgt.RDat,LYPD1,2,133402336,133429070,0.0729,rs1835429,2.86,rs6712250,0.029973,5.15,-0.777,443,14,enet,0.073,2.80E-09,-1.31404,0.189,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TMEM163.wgt.RDat,TMEM163,2,135213329,135525334,0.0517,rs4953902,-3.27,rs17698151,0.019224,-4.18,0.185,597,1,top1,0.019,0.0018,-0.185,0.853,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100129961.wgt.RDat,LOC100129961,2,135624202,135676176,0.1711,rs1530559,-2.75,rs6430552,0.135446,8.11,-2.059,388,9,enet,0.15,2.60E-17,-2.47564,0.0133,0.19355,62,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCNT2.wgt.RDat,CCNT2,2,135676391,135716915,0.1155,rs1530559,-2.75,rs3769028,0.112171,7.3,2.545,369,1,top1,0.11,1.60E-13,2.545,0.0109,0.0663,181,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.MCM6.wgt.RDat,MCM6,2,136597195,136634047,0.1465,rs16831566,3.02,rs16832138,0.047358,5.7,-1.035,289,4,lasso,0.084,2.10E-10,-0.17429,0.862,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GTDC1.wgt.RDat,GTDC1,2,144703580,145090083,0.1455,rs7606067,-2.99,rs10206546,0.07042,-6.93,-0.516,418,7,lasso,0.13,4.70E-15,-1.40174,0.161,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ORC4.wgt.RDat,ORC4,2,148687965,148779173,0.0942,rs4972280,2.65,rs2890915,0.080694,6.96,-0.046,353,30,enet,0.095,1.30E-11,0.07648,0.939,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LYPD6.wgt.RDat,LYPD6,2,150186498,150330659,0.0767,rs12622062,-2.16,rs1196660,0.053134,-5.5,0.094,408,1,top1,0.053,4.30E-07,-0.094,0.925,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RBM43.wgt.RDat,RBM43,2,152104727,152118389,0.1226,rs7421119,3.38,rs289829,0.108721,7.52,-0.256,460,1,top1,0.11,3.80E-13,-0.256,0.798,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TNFAIP6.wgt.RDat,TNFAIP6,2,152214105,152236562,0.2005,rs7421119,3.38,rs10490522,0.135693,7.89,-0.078,451,6,lasso,0.17,8.70E-20,-0.07564,0.94,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RIF1.wgt.RDat,RIF1,2,152266396,152333860,0.1127,rs7421119,3.38,rs2444256,0.069041,-6.9,1.506,431,4,lasso,0.069,8.00E-09,-1.62421,0.104,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.NEB.wgt.RDat,NEB,2,152341852,152591001,0.333,rs17398246,-3.78,rs7594616,0.171963,-8.96,0.294,483,12,lasso,0.25,9.80E-30,0.09161,0.927,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.STAM2.wgt.RDat,STAM2,2,152973314,153032506,0.1377,rs7556673,-3.85,rs10930939,0.155189,-8.47,-0.43,440,20,enet,0.16,1.70E-19,-0.44264,0.658,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PRPF40A.wgt.RDat,PRPF40A,2,153508106,153573975,0.1582,rs3175,-4.29,rs2346550,0.17963,9.06,-1.531,464,464,bslmm,0.19,1.90E-22,-1.6958,0.0899,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RPRM.wgt.RDat,RPRM,2,154333851,154335322,0.085,rs11690681,-3.97,rs10204385,0.032913,-5.28,1.027,447,14,enet,0.06,8.80E-08,-1.19092,0.234,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GALNT13.wgt.RDat,GALNT13,2,154728425,155310489,0.0885,rs16837822,4,rs16834756,0.009947,4.54,-0.5,673,673,blup,0.037,2.10E-05,-0.9678,0.333,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CCDC148.wgt.RDat,CCDC148,2,159027868,159313265,0.1816,rs6437170,-3.38,rs3771669,0.023176,4.28,-0.169,558,558,bslmm,0.082,3.20E-10,0.13689,0.891,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.PKP4.wgt.RDat,PKP4,2,159313475,159537940,0.0885,rs6716681,3.49,rs2528627,0.026325,-4.65,-0.392,570,1,top1,0.026,0.00031,0.392,0.695,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.WDSUB1.wgt.RDat,WDSUB1,2,160092303,160143236,0.3297,rs6716681,3.49,rs6761921,0.41853,-13.77,1.57,454,1,top1,0.42,3.70E-55,-1.57,0.116,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LY75.wgt.RDat,LY75,2,160659867,160761267,0.0893,rs10497213,2.65,rs3828323,0.070976,-6.35,-0.559,492,1,top1,0.071,5.30E-09,0.559,0.576,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DPP4.wgt.RDat,DPP4,2,162848754,162931052,0.1701,rs1567421,-3.55,rs3788976,0.049599,-5.6,-1.823,332,7,lasso,0.069,8.90E-09,2.23859,0.0252,0.1791,67,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.FAP.wgt.RDat,FAP,2,163027199,163100045,0.0451,rs16846050,-3.45,rs4664464,0.046764,5.07,-0.029,315,1,top1,0.047,2.10E-06,-0.029,0.977,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GRB14.wgt.RDat,GRB14,2,165349322,165478360,0.041,rs1947326,3.07,rs17244632,0.001674,3.64,0.224,380,380,blup,0.016,0.0038,1.60408,0.109,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.COBLL1.wgt.RDat,COBLL1,2,165541257,165698678,0.0496,rs17183814,-5.56,rs3769876,0.009057,-4.28,-1.477,415,6,lasso,0.026,0.00033,0.63802,0.523,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SLC38A11.wgt.RDat,SLC38A11,2,165754708,165812035,0.0514,rs17183814,-5.56,rs1902054,-0.001714,-4.01,-0.365,403,403,bslmm,0.019,0.0017,0.81681,0.414,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.GALNT3.wgt.RDat,GALNT3,2,166604312,166650803,0.075,rs17183814,-5.56,rs6717367,0.059773,5.85,0.869,455,6,lasso,0.07,7.20E-09,0.68833,0.491,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SCN9A.wgt.RDat,SCN9A,2,167051696,167232497,0.0974,rs6432902,-3.12,rs13034090,0.071448,5.81,1.935,494,494,bslmm,0.076,1.60E-09,2.73256,0.00628,0.01954,614,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SCN7A.wgt.RDat,SCN7A,2,167260082,167343481,0.1072,rs6432902,-3.12,rs3748895,0.041714,-5.09,0.024,451,451,bslmm,0.047,1.90E-06,0.7937,0.427,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.B3GALT1.wgt.RDat,B3GALT1,2,168675181,168727366,0.0554,rs836659,-3.9,rs1448839,0.00157,3.81,0.456,468,468,blup,0.02,0.0016,-3.28307,0.00103,0.0095,1263,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.STK39.wgt.RDat,STK39,2,168810529,169104105,0.2062,rs1002666,-5.45,rs1517334,0.235396,10.55,0.003,607,1,top1,0.24,2.80E-28,0.003,0.998,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.NOSTRIN.wgt.RDat,NOSTRIN,2,169643048,169721849,0.1363,rs1002666,-5.45,rs3931,0.131513,-7.78,0.266,615,1,top1,0.13,1.00E-15,-0.266,0.79,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LRP2.wgt.RDat,LRP2,2,169983618,170219122,0.0842,rs4668079,-5.3,rs3729573,0.031891,4.51,1.449,656,1,top1,0.032,8.00E-05,1.449,0.147,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.BBS5.wgt.RDat,BBS5,2,170336005,170363165,0.0699,rs12464093,4.58,rs12692903,0.01189,-4.28,1.928,464,464,bslmm,0.015,0.0056,-2.32885,0.0199,0.09524,126,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.FASTKD1.wgt.RDat,FASTKD1,2,170386262,170430424,0.111,rs12464093,4.58,rs3769771,0.032451,-4.78,3.68,445,3,lasso,0.034,4.80E-05,-4.57255,4.82E-06,4.00E-04,5000,0.000951
NA,/home/CMC.BRAIN.RNASEQ/CMC.METTL8.wgt.RDat,METTL8,2,172173912,172291312,0.0747,rs2138349,-2.32,rs12987566,0.045803,-5.67,0.833,384,4,lasso,0.059,1.00E-07,-0.57614,0.565,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.DCAF17.wgt.RDat,DCAF17,2,172290726,172341562,0.3425,rs2138349,-2.32,rs11684292,0.048147,-5.84,0.264,352,352,bslmm,0.19,3.90E-22,0.52545,0.599,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CYBRD1.wgt.RDat,CYBRD1,2,172378756,172414643,0.3337,rs12996935,-2.35,rs7585194,0.184984,10.18,0.851,362,7,lasso,0.27,5.20E-33,0.2366,0.813,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.METAP1D.wgt.RDat,METAP1D,2,172864803,172945587,0.0709,rs13390848,-2.78,rs11675404,0.054596,5.49,-1.807,492,1,top1,0.055,3.00E-07,-1.807,0.0708,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ITGA6.wgt.RDat,ITGA6,2,173292081,173371181,0.2287,rs12474304,-3.77,rs7597542,0.06465,6.14,0.449,503,10,lasso,0.14,3.20E-16,0.19023,0.849,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.SP3.wgt.RDat,SP3,2,174771186,174830430,0.0615,rs4972661,-5.05,rs13002825,0.034303,4.31,-1.981,454,1,top1,0.034,4.40E-05,-1.981,0.0476,0.36364,33,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.OLA1.wgt.RDat,OLA1,2,174937174,175113365,0.2192,rs4972661,-5.05,rs6737629,0.237046,10.43,3.526,485,22,enet,0.25,2.80E-30,4.22399,2.40E-05,0.00458,2618,NA
NA,/home/CMC.BRAIN.RNASEQ/CMC.SCRN3.wgt.RDat,SCRN3,2,175260456,175294303,0.4164,rs4972661,-5.05,rs7570614,0.242272,-10.5,0.984,387,387,bslmm,0.27,3.10E-32,-0.6352,0.525,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.WIPF1.wgt.RDat,WIPF1,2,175424301,175547627,0.297,rs4972661,-5.05,rs11675139,0.281583,11.33,-0.902,389,17,enet,0.29,4.30E-36,-1.12205,0.262,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.CHRNA1.wgt.RDat,CHRNA1,2,175612322,175629200,0.1577,rs4972661,-5.05,rs3755486,0.115981,-7.53,-0.447,331,1,top1,0.12,5.90E-14,0.447,0.655,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.ATP5G3.wgt.RDat,ATP5G3,2,176040985,176046490,0.5341,rs268214,-2.74,rs16862989,0.220594,10.15,0.122,352,352,bslmm,0.37,1.60E-46,-0.25447,0.799,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.KIAA1715.wgt.RDat,KIAA1715,2,176790409,176867514,0.3519,rs974699,3.25,rs935406,0.094354,-7.34,1.05,483,483,bslmm,0.19,2.30E-22,-1.87094,0.0614,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC375295.wgt.RDat,LOC375295,2,177494308,177502302,0.5443,rs2588866,-3.45,rs868179,0.293441,11.54,0.612,513,513,bslmm,0.42,6.40E-56,0.72579,0.468,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.LOC100130691.wgt.RDat,LOC100130691,2,178186339,178257419,0.296,rs2588866,-3.45,rs2364722,0.132232,-8.32,0.973,498,5,lasso,0.14,1.00E-16,-0.91628,0.36,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.TTC30A.wgt.RDat,TTC30A,2,178479025,178483694,0.1214,rs2588866,-3.45,rs10497497,0.087275,6.54,0.225,401,8,lasso,0.089,5.40E-11,0.19248,0.847,0,0,0
NA,/home/CMC.BRAIN.RNASEQ/CMC.RBM45.wgt.RDat,RBM45,2,178977181,178994382,0.0319,rs1368903,2.97,rs16866111,-0.002014,-3.88,-0.827,475,475,bslmm,0.00015,0.3,0.44267,0.658,0,0,0
